district,traffic,weather,intervention,density,stress,roi
Bangsar,4853.01107174081,0,2,6500,48.3,0.012
Bukit Bintang,8356.44481041746,1,2,11000,50.8,0.156
Bangsar,5632.317941859559,2,0,6500,58.2,0.0
Bangsar,3942.7357190276302,0,1,6500,22.7,0.049
Bangsar,5976.071508003815,2,0,6500,59.9,0.0
Bukit Bintang,7848.999665394553,2,3,11000,69.2,0.0
Cheras,6996.195731409521,2,1,9500,59.0,0.072
Bukit Bintang,8034.5490069259295,2,3,11000,70.2,0.0
Cheras,6138.3180583604335,0,1,9500,33.7,0.072
Bangsar,6273.805368913598,1,1,6500,34.4,0.049
Bukit Bintang,7615.624088435768,0,2,11000,62.1,0.021
Bukit Bintang,8739.515606902369,2,2,11000,73.7,0.156
Bukit Bintang,7968.303230928837,2,3,11000,69.8,0.0
Bukit Bintang,9010.743316623177,2,3,11000,75.1,0.0
Bangsar,3840.801387679383,0,2,6500,43.2,0.012
Bangsar,5902.400993483888,2,0,6500,59.5,0.0
Bukit Bintang,7865.6457276308,0,3,11000,48.3,0.0
Cheras,6985.422059489877,2,1,9500,58.9,0.072
Cheras,5759.121973625339,0,2,9500,52.8,0.018
Bukit Bintang,7977.44449291996,1,0,11000,48.9,0.0
Bangsar,6122.87313967669,1,1,6500,33.6,0.049
Bukit Bintang,8607.226219437858,2,1,11000,67.0,0.083
Cheras,7499.627121505137,2,0,9500,67.5,0.0
Bangsar,5073.521074816997,2,3,6500,55.4,0.0
Cheras,5348.5357225044,0,2,9500,50.7,0.018
Bangsar,5686.326565270021,1,2,6500,37.4,0.092
Cheras,6888.408117064162,2,3,9500,64.4,0.0
Cheras,6455.694694362321,2,1,9500,56.3,0.072
Bukit Bintang,7894.488733873347,1,1,11000,42.5,0.083
Cheras,6285.021193320589,1,3,9500,40.4,0.0
Bukit Bintang,7415.790428587411,0,2,11000,61.1,0.021
Bangsar,4692.035382702701,0,0,6500,32.5,0.0
Bangsar,4379.175318570202,0,3,6500,30.9,0.0
Cheras,7379.344179577213,2,3,9500,66.9,0.0
Bangsar,4249.625246558117,0,1,6500,24.2,0.049
Cheras,7190.483348875174,2,2,9500,66.0,0.135
Cheras,6893.306941909564,2,2,9500,64.5,0.135
Bangsar,5485.0265717004,2,3,6500,57.4,0.0
Bukit Bintang,8999.372534349779,1,0,11000,54.0,0.0
Bangsar,4407.199443062932,0,0,6500,31.0,0.0
Cheras,7204.30106810496,2,1,9500,60.0,0.072
Cheras,6916.448109615048,2,1,9500,58.6,0.072
Bangsar,5502.649062961354,1,0,6500,36.5,0.0
Cheras,6086.793507198729,0,0,9500,39.4,0.0
Cheras,6501.127017650667,2,0,9500,62.5,0.0
Bangsar,4999.28196911428,1,2,6500,34.0,0.092
Bangsar,5741.888315590826,2,2,6500,58.7,0.092
Bukit Bintang,8859.254746926414,1,2,11000,53.3,0.156
Cheras,6478.834480111414,1,1,9500,35.4,0.072
Cheras,7231.614272157135,2,2,9500,66.2,0.135
Cheras,7063.261850855877,1,2,9500,44.3,0.135
Cheras,7068.601144929432,2,2,9500,65.3,0.135
Bukit Bintang,6700.058579796842,0,0,11000,42.5,0.0
Cheras,5652.959740080299,0,1,9500,31.3,0.072
Bangsar,5195.604599947323,0,1,6500,29.0,0.049
Bangsar,5108.6744869675185,2,1,6500,49.5,0.049
Cheras,6295.8314518967945,0,0,9500,40.5,0.0
Bangsar,6271.203779031115,1,2,6500,40.4,0.092
Cheras,7401.647829573187,1,3,9500,46.0,0.0
Bukit Bintang,6112.648872745753,0,2,11000,54.6,0.021
Cheras,6121.730637711399,0,2,9500,54.6,0.018
Cheras,6379.570439490248,2,1,9500,55.9,0.072
Cheras,7055.889345469871,2,1,9500,59.3,0.072
Bangsar,5334.146231725739,2,1,6500,50.7,0.049
Cheras,6123.483946476942,1,3,9500,39.6,0.0
Bangsar,5077.00003584134,2,1,6500,49.4,0.049
Bangsar,4637.052656976494,0,2,6500,47.2,0.012
Bukit Bintang,7863.300193185352,2,2,11000,69.3,0.156
Bangsar,5125.964310039356,2,0,6500,55.6,0.0
Bukit Bintang,8788.273975721462,1,2,11000,52.9,0.156
Bukit Bintang,8765.02122298258,1,1,11000,46.8,0.083
Bangsar,5333.554767128206,2,3,6500,56.7,0.0
Bangsar,4803.443545957834,0,0,6500,33.0,0.0
Cheras,6483.40683283832,2,2,9500,62.4,0.135
Bukit Bintang,8466.789497511189,1,3,11000,51.3,0.0
Cheras,7447.546402431741,1,1,9500,40.2,0.072
Bukit Bintang,8285.867644177702,2,0,11000,71.4,0.0
Bangsar,4259.92044692003,0,2,6500,45.3,0.012
Cheras,6871.832727518213,2,1,9500,58.4,0.072
Bangsar,5826.596676763191,1,0,6500,38.1,0.0
Bukit Bintang,6598.978555956378,0,1,11000,36.0,0.083
Cheras,6844.792496750881,2,0,9500,64.2,0.0
Cheras,6693.565889876946,2,2,9500,63.5,0.135
Bukit Bintang,8554.52915934616,1,1,11000,45.8,0.083
Cheras,7254.464490885868,2,3,9500,66.3,0.0
Bukit Bintang,8363.631289979825,2,0,11000,71.8,0.0
Bangsar,5072.177506572024,0,0,6500,34.4,0.0
Bukit Bintang,8294.663331124953,2,1,11000,65.5,0.083
Bangsar,4649.68220292293,1,2,6500,32.2,0.092
Bangsar,5338.728412722902,2,2,6500,56.7,0.092
Bukit Bintang,8793.737531367262,2,1,11000,68.0,0.083
Cheras,6569.568381689567,1,1,9500,35.8,0.072
Cheras,6875.640721408335,2,2,9500,64.4,0.135
Bangsar,5135.330947374413,2,2,6500,55.7,0.092
Cheras,6780.925883332304,2,0,9500,63.9,0.0
Bangsar,5505.269741790697,2,1,6500,51.5,0.049
Bukit Bintang,7112.694196921774,0,2,11000,59.6,0.021
Bangsar,5297.060870534185,2,3,6500,56.5,0.0
Bukit Bintang,7146.076239278145,2,2,11000,65.7,0.156
Bukit Bintang,8556.439400674282,1,1,11000,45.8,0.083
Cheras,7191.391756034155,1,0,9500,45.0,0.0
Bangsar,5656.014966294392,2,3,6500,58.3,0.0
Bukit Bintang,9107.686819575785,2,0,11000,75.5,0.0
Bukit Bintang,7685.912702296911,2,2,11000,68.4,0.156
Cheras,6004.972491778222,0,2,9500,54.0,0.018
Bukit Bintang,8328.716463310817,2,3,11000,71.6,0.0
Cheras,6879.3314833088325,2,0,9500,64.4,0.0
Bukit Bintang,7385.089632559729,1,1,11000,39.9,0.083
Cheras,7668.391852712922,2,3,9500,68.3,0.0
Bukit Bintang,8894.446895354358,1,2,11000,53.5,0.156
Cheras,7814.363103002562,2,2,9500,69.1,0.135
Bangsar,5403.40732657105,2,2,6500,57.0,0.092
Bukit Bintang,7016.284637304812,0,0,11000,44.1,0.0
Bangsar,5182.331999379651,2,2,6500,55.9,0.092
Bukit Bintang,9005.711217818074,2,0,11000,75.0,0.0
Cheras,5652.838753137629,0,1,9500,31.3,0.072
Bangsar,4299.891676103838,0,3,6500,30.5,0.0
Bangsar,5332.485838989616,1,2,6500,35.7,0.092
Bangsar,5465.534963449198,1,1,6500,30.3,0.049
Bangsar,5111.014516316849,1,2,6500,34.6,0.092
Cheras,7101.2669553596625,1,2,9500,44.5,0.135
Cheras,6992.094771882315,2,1,9500,59.0,0.072
Cheras,6846.008767032044,1,3,9500,43.2,0.0
Bukit Bintang,7291.901693271248,0,1,11000,39.5,0.083
Bangsar,5714.764167487877,1,1,6500,31.6,0.049
Bukit Bintang,7093.503340372359,0,1,11000,38.5,0.083
Bukit Bintang,8649.083463068628,2,2,11000,73.2,0.156
Bangsar,5813.767422906507,2,3,6500,59.1,0.0
Cheras,6126.785618486254,1,3,9500,39.6,0.0
Bukit Bintang,9163.160767652607,2,0,11000,75.8,0.0
Bangsar,5327.955377657383,1,1,6500,29.6,0.049
Bukit Bintang,8485.565493215448,1,0,11000,51.4,0.0
Bukit Bintang,8610.16926640013,2,3,11000,73.1,0.0
Bangsar,4762.6040779881405,0,0,6500,32.8,0.0
Bangsar,5491.960888971918,1,2,6500,36.5,0.092
Bukit Bintang,9060.285178111264,1,2,11000,54.3,0.156
Bangsar,5021.317874058243,2,2,6500,55.1,0.092
Cheras,6627.532932570992,2,3,9500,63.1,0.0
Bangsar,4509.055341988426,2,2,6500,52.5,0.092
Bukit Bintang,8884.271744763415,2,2,11000,74.4,0.156
Bukit Bintang,8745.693386752993,1,3,11000,52.7,0.0
Cheras,8021.827178063812,1,0,9500,49.1,0.0
Cheras,6317.5288316961205,0,2,9500,55.6,0.018
Bukit Bintang,8152.846575620911,2,1,11000,64.8,0.083
Bukit Bintang,8319.150037190388,2,2,11000,71.6,0.156
Bangsar,4487.280731686812,2,0,6500,52.4,0.0
Bangsar,5464.877571732529,2,1,6500,51.3,0.049
Bukit Bintang,9399.794961207408,2,0,11000,77.0,0.0
Bangsar,4661.3300631897355,1,3,6500,32.3,0.0
Bukit Bintang,9652.85440832197,2,2,11000,78.3,0.156
Bukit Bintang,7352.978646922143,0,2,11000,60.8,0.021
Cheras,6994.302120743982,2,2,9500,65.0,0.135
Bukit Bintang,8635.653230214033,2,2,11000,73.2,0.156
Cheras,7123.4758300779395,2,1,9500,59.6,0.072
Cheras,7107.601876920436,2,0,9500,65.5,0.0
Bangsar,5252.406481525209,2,0,6500,56.3,0.0
Bangsar,5562.75350764993,2,0,6500,57.8,0.0
Cheras,7400.063133721119,1,1,9500,40.0,0.072
Bangsar,5329.843391183328,1,0,6500,35.6,0.0
Cheras,6878.4260686308635,2,3,9500,64.4,0.0
Cheras,6738.625710927234,2,1,9500,57.7,0.072
Bukit Bintang,8854.676706226755,2,2,11000,74.3,0.156
Cheras,6124.222678085656,0,0,9500,39.6,0.0
Bukit Bintang,9014.822538000972,1,1,11000,48.1,0.083
Bukit Bintang,7250.706025914966,0,2,11000,60.3,0.021
Bukit Bintang,6763.7373511821725,0,1,11000,36.8,0.083
Bukit Bintang,7828.347575517898,1,0,11000,48.1,0.0
Bukit Bintang,8529.010925056476,1,1,11000,45.6,0.083
Cheras,7338.816056409976,1,3,9500,45.7,0.0
Bangsar,4855.176830566831,0,0,6500,33.3,0.0
Bangsar,4827.857687969649,1,2,6500,33.1,0.092
Cheras,7806.921715014724,2,1,9500,63.0,0.072
Bangsar,4896.244359596447,0,1,6500,27.5,0.049
Bangsar,3951.0358808939336,0,0,6500,28.8,0.0
Bangsar,6255.848632602023,2,3,6500,61.3,0.0
Cheras,6364.331750292595,1,1,9500,34.8,0.072
Bangsar,4186.771299862754,0,0,6500,29.9,0.0
Bangsar,6349.152759393425,2,2,6500,61.7,0.092
Bukit Bintang,8701.932484387782,2,0,11000,73.5,0.0
Bangsar,5320.692109078476,1,2,6500,35.6,0.092
Cheras,7208.284137677558,1,0,9500,45.0,0.0
Bukit Bintang,8540.859995552953,1,0,11000,51.7,0.0
Cheras,7080.855079064123,2,3,9500,65.4,0.0
Bukit Bintang,8374.34117286337,2,0,11000,71.9,0.0
Cheras,7572.201130921654,2,1,9500,61.9,0.072
Cheras,7552.5638982156,2,0,9500,67.8,0.0
Bangsar,6025.165818982895,2,1,6500,54.1,0.049
Bangsar,4685.31807104706,0,2,6500,47.4,0.012
Cheras,6800.277704847051,1,0,9500,43.0,0.0
Bukit Bintang,7872.654685377851,2,3,11000,69.4,0.0
Bukit Bintang,7487.550445293307,0,0,11000,46.4,0.0
Cheras,6377.698791455267,2,3,9500,61.9,0.0
Bangsar,4975.807078326396,2,1,6500,48.9,0.049
Bangsar,4829.967549002442,2,0,6500,54.1,0.0
Bukit Bintang,7682.836687450042,1,0,11000,47.4,0.0
Bangsar,5479.51023441182,2,3,6500,57.4,0.0
Bukit Bintang,9094.656434163991,1,0,11000,54.5,0.0
Bukit Bintang,7904.147527273509,1,0,11000,48.5,0.0
Bangsar,4450.696098384461,0,0,6500,31.3,0.0
Bangsar,5479.687084346374,2,0,6500,57.4,0.0
Cheras,6700.400656345313,2,0,9500,63.5,0.0
Cheras,7554.525864580507,1,3,9500,46.8,0.0
Bukit Bintang,7669.407036498778,2,2,11000,68.3,0.156
Bukit Bintang,6263.476588030352,0,0,11000,40.3,0.0
Bukit Bintang,8506.462632930157,2,3,11000,72.5,0.0
Bukit Bintang,7279.019415213251,0,3,11000,45.4,0.0
Bukit Bintang,8579.43270442011,1,2,11000,51.9,0.156
Bangsar,5427.986946741178,2,0,6500,57.1,0.0
Cheras,6150.696336014166,0,3,9500,39.8,0.0
Cheras,6505.733407269527,1,2,9500,41.5,0.135
Bangsar,5549.236751480643,2,1,6500,51.7,0.049
Bangsar,4522.526782542623,2,0,6500,52.6,0.0
Bangsar,5840.456976740546,2,0,6500,59.2,0.0
Cheras,7081.312703168408,2,2,9500,65.4,0.135
Bangsar,4558.894250437706,1,2,6500,31.8,0.092
Cheras,7314.145376639778,1,0,9500,45.6,0.0
Bukit Bintang,7492.2923889345775,0,0,11000,46.5,0.0
Bukit Bintang,7040.924459385416,0,2,11000,59.2,0.021
Bukit Bintang,7853.324253945273,2,3,11000,69.3,0.0
Bukit Bintang,8123.249411372805,2,2,11000,70.6,0.156
Bukit Bintang,6683.9557766795915,0,1,11000,36.4,0.083
Bukit Bintang,8044.334139834115,1,2,11000,49.2,0.156
Bukit Bintang,8649.625697944877,1,1,11000,46.2,0.083
Bukit Bintang,7777.943414871771,0,2,11000,62.9,0.021
Bangsar,5926.543969996243,1,2,6500,38.6,0.092
Cheras,6039.7680644420225,0,3,9500,39.2,0.0
Cheras,6190.896382316509,0,3,9500,40.0,0.0
Bukit Bintang,7473.455666355901,2,0,11000,67.4,0.0
Bukit Bintang,9105.497750584424,2,3,11000,75.5,0.0
Bangsar,5413.307306881483,1,1,6500,30.1,0.049
Bukit Bintang,8555.373555007574,2,3,11000,72.8,0.0
Bangsar,5978.71811610518,1,0,6500,38.9,0.0
Cheras,5577.766747699983,0,0,9500,36.9,0.0
Bukit Bintang,7661.535082478841,0,3,11000,47.3,0.0
Bukit Bintang,7424.1274043531075,0,0,11000,46.1,0.0
Bangsar,5553.767951678764,1,2,6500,36.8,0.092
Bukit Bintang,8488.308133563696,2,3,11000,72.4,0.0
Cheras,7123.2252500963095,1,2,9500,44.6,0.135
Bangsar,5758.744060627277,1,0,6500,37.8,0.0
Cheras,6471.682836889047,2,1,9500,56.4,0.072
Bukit Bintang,8891.444277233104,1,2,11000,53.5,0.156
Bukit Bintang,7505.26408236231,2,3,11000,67.5,0.0
Bukit Bintang,8133.031228532591,2,0,11000,70.7,0.0
Bukit Bintang,8224.921301538096,2,0,11000,71.1,0.0
Bangsar,4809.266618732612,2,0,6500,54.0,0.0
Cheras,6753.421460023736,1,1,9500,36.8,0.072
Cheras,7286.007260871722,2,1,9500,60.4,0.072
Bangsar,5751.3544515875055,2,1,6500,52.8,0.049
Bukit Bintang,7489.131295289822,2,2,11000,67.4,0.156
Bangsar,6348.983273859894,2,1,6500,55.7,0.049
Cheras,6564.722989366547,0,1,9500,35.8,0.072
Bukit Bintang,9358.22300697763,2,0,11000,76.8,0.0
Bukit Bintang,8737.171977478072,1,2,11000,52.7,0.156
Bangsar,6216.864443020613,2,1,6500,55.1,0.049
Bangsar,4950.437772563574,1,1,6500,27.8,0.049
Cheras,5966.9564891067275,0,3,9500,38.8,0.0
Bukit Bintang,8080.985884744678,2,0,11000,70.4,0.0
Cheras,7509.499655622833,2,0,9500,67.5,0.0
Bangsar,6099.127446783536,2,3,6500,60.5,0.0
Cheras,6057.741040823856,0,1,9500,33.3,0.072
Bukit Bintang,7291.503518745234,2,3,11000,66.5,0.0
Cheras,6603.765708480087,2,2,9500,63.0,0.135
Cheras,6275.554907435153,2,2,9500,61.4,0.135
Bukit Bintang,9095.457478336368,1,2,11000,54.5,0.156
Bangsar,4678.485713957055,1,0,6500,32.4,0.0
Cheras,5483.333517273873,0,3,9500,36.4,0.0
Cheras,7083.8965241135065,2,0,9500,65.4,0.0
Cheras,6604.999606229892,0,3,9500,42.0,0.0
Bukit Bintang,7862.594823504636,0,1,11000,42.3,0.083
Bukit Bintang,8604.938113188759,1,1,11000,46.0,0.083
Cheras,8185.8873239746945,1,1,9500,43.9,0.072
Bangsar,5755.176815063012,1,2,6500,37.8,0.092
Bukit Bintang,8988.674042715462,2,2,11000,74.9,0.156
Cheras,6500.400363760752,1,3,9500,41.5,0.0
Bangsar,4693.247146560457,0,0,6500,32.5,0.0
Bangsar,6017.11547734182,1,2,6500,39.1,0.092
Bukit Bintang,8915.217429260898,1,1,11000,47.6,0.083
Bukit Bintang,8272.10504086387,2,0,11000,71.4,0.0
Bukit Bintang,8596.575020689424,1,0,11000,52.0,0.0
Bukit Bintang,8751.270071649991,2,1,11000,67.8,0.083
Bangsar,4262.400563419755,0,1,6500,24.3,0.049
Bangsar,5819.894227597847,1,3,6500,38.1,0.0
Bukit Bintang,9220.900254620534,2,2,11000,76.1,0.156
Bangsar,5613.787870324407,1,3,6500,37.1,0.0
Bangsar,5584.700547788077,1,0,6500,36.9,0.0
Cheras,6185.529234242865,0,3,9500,39.9,0.0
Cheras,6734.041931011494,2,1,9500,57.7,0.072
Cheras,6856.407450911303,1,1,9500,37.3,0.072
Bukit Bintang,8562.02205713983,1,2,11000,51.8,0.156
Bangsar,5847.838691611473,2,3,6500,59.2,0.0
Cheras,7050.99316655703,1,3,9500,44.3,0.0
Bukit Bintang,7191.660342592892,0,2,11000,60.0,0.021
Cheras,7327.105882785701,2,3,9500,66.6,0.0
Cheras,6720.1346228931,2,3,9500,63.6,0.0
Cheras,6919.125384448146,1,2,9500,43.6,0.135
Bukit Bintang,8815.122375488152,2,1,11000,68.1,0.083
Bukit Bintang,7977.928050274139,1,3,11000,48.9,0.0
Cheras,7120.7704152281485,2,0,9500,65.6,0.0
Bangsar,4117.942050689566,2,1,6500,44.6,0.049
Bukit Bintang,9202.794571282751,2,0,11000,76.0,0.0
Cheras,7970.161805223406,1,3,9500,48.9,0.0
Cheras,7078.126337836895,1,3,9500,44.4,0.0
Bangsar,5255.035392248233,2,0,6500,56.3,0.0
Cheras,7417.557638676911,1,1,9500,40.1,0.072
Bangsar,5535.538420658659,2,3,6500,57.7,0.0
Bangsar,6168.640600312722,1,0,6500,39.8,0.0
Bukit Bintang,7242.274829297081,0,3,11000,45.2,0.0
Cheras,6216.824013954679,2,1,9500,55.1,0.072
Bukit Bintang,8724.59236343598,1,3,11000,52.6,0.0
Cheras,7043.6242048894865,2,2,9500,65.2,0.135
Bukit Bintang,9317.26650551234,2,2,11000,76.6,0.156
Bangsar,4997.615174558153,1,0,6500,34.0,0.0
Bangsar,4742.2795186859075,2,1,6500,47.7,0.049
Cheras,6926.080559510277,2,3,9500,64.6,0.0
Cheras,6965.330261714721,2,2,9500,64.8,0.135
Bukit Bintang,8651.307219272274,2,1,11000,67.3,0.083
Bangsar,5221.447055094759,2,2,6500,56.1,0.092
Cheras,6874.6983293653275,2,3,9500,64.4,0.0
Bukit Bintang,8444.174859974079,1,1,11000,45.2,0.083
Bangsar,5354.046599744661,2,3,6500,56.8,0.0
Cheras,5332.576859495021,0,3,9500,35.7,0.0
Bangsar,6282.054893437923,2,3,6500,61.4,0.0
Cheras,5145.860688803773,0,0,9500,34.7,0.0
Bangsar,6044.717665682501,2,1,6500,54.2,0.049
Bukit Bintang,8475.269102611685,1,2,11000,51.4,0.156
Bukit Bintang,9502.104238854166,2,0,11000,77.5,0.0
Bukit Bintang,9425.148861611524,1,2,11000,56.1,0.156
Bangsar,4613.800671361377,0,2,6500,47.1,0.012
Bukit Bintang,8521.760441165632,2,2,11000,72.6,0.156
Bukit Bintang,8197.685812979931,2,2,11000,71.0,0.156
Bukit Bintang,7956.463297075748,1,1,11000,42.8,0.083
Cheras,7211.80317876724,2,0,9500,66.1,0.0
Bangsar,5365.166454162225,2,2,6500,56.8,0.092
Cheras,6870.398630404436,2,1,9500,58.4,0.072
Bukit Bintang,8526.763474550258,2,3,11000,72.6,0.0
Cheras,7084.87592483441,1,0,9500,44.4,0.0
Bukit Bintang,8537.35748933606,1,1,11000,45.7,0.083
Bangsar,5625.063144604827,2,0,6500,58.1,0.0
Cheras,6325.867364943921,0,2,9500,55.6,0.018
Bukit Bintang,7677.12379262317,1,2,11000,47.4,0.156
Bukit Bintang,7219.066854999238,0,0,11000,45.1,0.0
Bukit Bintang,8479.97212372977,2,1,11000,66.4,0.083
Cheras,5656.702571897669,0,3,9500,37.3,0.0
Bangsar,5636.715168182536,1,1,6500,31.2,0.049
Cheras,5636.360840325744,0,2,9500,52.2,0.018
Bangsar,4825.692381591922,2,1,6500,48.1,0.049
Cheras,7756.003563688298,2,1,9500,62.8,0.072
Cheras,7040.859695011249,2,0,9500,65.2,0.0
Cheras,6951.479180907059,1,3,9500,43.8,0.0
Cheras,7702.3343090265,2,2,9500,68.5,0.135
Bukit Bintang,7223.390509051673,0,1,11000,39.1,0.083
Bukit Bintang,8549.825587499801,1,3,11000,51.7,0.0
Cheras,6637.349835335523,1,1,9500,36.2,0.072
Bukit Bintang,7530.985778148235,0,3,11000,46.7,0.0
Bangsar,5193.368946090415,2,3,6500,56.0,0.0
Bukit Bintang,8136.1305734372545,2,3,11000,70.7,0.0
Bukit Bintang,9101.58701361589,1,2,11000,54.5,0.156
Bukit Bintang,9110.72635292417,1,1,11000,48.6,0.083
Bukit Bintang,8496.293567275223,2,1,11000,66.5,0.083
Bukit Bintang,7798.19665572568,2,1,11000,63.0,0.083
Cheras,7365.396852681248,2,1,9500,60.8,0.072
Cheras,7082.404304245332,2,3,9500,65.4,0.0
Bangsar,4121.525063932952,2,1,6500,44.6,0.049
Bukit Bintang,9766.968159541393,1,0,11000,57.8,0.0
Bukit Bintang,8378.23683383131,2,3,11000,71.9,0.0
Bangsar,5722.8844432979995,2,2,6500,58.6,0.092
Bukit Bintang,8439.779165098864,2,2,11000,72.2,0.156
Cheras,7320.690286324166,2,3,9500,66.6,0.0
Bukit Bintang,9132.882632970955,2,2,11000,75.7,0.156
Cheras,6962.778277266421,1,0,9500,43.8,0.0
Bangsar,4335.397695945657,0,2,6500,45.7,0.012
Bukit Bintang,8663.69535147676,2,2,11000,73.3,0.156
Cheras,6019.485016589519,1,3,9500,39.1,0.0
Bukit Bintang,8308.271471746546,1,2,11000,50.5,0.156
Cheras,6690.967492287979,1,2,9500,42.5,0.135
Bangsar,5964.554223871626,2,0,6500,59.8,0.0
Bukit Bintang,8373.181916373123,1,2,11000,50.9,0.156
Cheras,5901.470163702995,0,0,9500,38.5,0.0
Bukit Bintang,9063.620562377955,1,3,11000,54.3,0.0
Bukit Bintang,8452.902034939983,1,2,11000,51.3,0.156
Cheras,7249.150932838319,2,3,9500,66.2,0.0
Bangsar,6033.197056004579,2,0,6500,60.2,0.0
Bukit Bintang,6837.64164057969,0,0,11000,43.2,0.0
Bangsar,4694.83337979526,0,3,6500,32.5,0.0
Cheras,5583.942791284589,0,3,9500,36.9,0.0
Bangsar,5419.050953948049,1,2,6500,36.1,0.092
Bangsar,5533.397923471397,2,0,6500,57.7,0.0
Cheras,7386.793675334479,1,3,9500,45.9,0.0
Cheras,7513.4404801500805,1,0,9500,46.6,0.0
Bangsar,6023.37828851783,2,3,6500,60.1,0.0
Cheras,6825.200239504703,1,3,9500,43.1,0.0
Cheras,6301.255451956399,2,3,9500,61.5,0.0
Cheras,6926.487810111787,2,3,9500,64.6,0.0
Cheras,6383.563337716316,0,2,9500,55.9,0.018
Bukit Bintang,8641.303506916254,1,3,11000,52.2,0.0
Bukit Bintang,9422.810517594024,1,0,11000,56.1,0.0
Cheras,6777.639260027823,2,1,9500,57.9,0.072
Bangsar,4433.798438922938,0,1,6500,25.2,0.049
Bangsar,5747.258570481928,2,2,6500,58.7,0.092
Cheras,6340.645464902163,0,2,9500,55.7,0.018
Cheras,7533.504443656364,2,2,9500,67.7,0.135
Bangsar,5710.42085498248,2,3,6500,58.6,0.0
Cheras,6671.556991937988,2,3,9500,63.4,0.0
Cheras,6881.51830548733,2,3,9500,64.4,0.0
Bangsar,5170.91324230809,2,0,6500,55.9,0.0
Bukit Bintang,8780.447477179345,2,3,11000,73.9,0.0
Cheras,7279.7004132786415,1,2,9500,45.4,0.135
Bukit Bintang,6495.123958566316,0,1,11000,35.5,0.083
Bukit Bintang,8203.81420417082,2,1,11000,65.0,0.083
Cheras,6841.951398978436,1,1,9500,37.2,0.072
Bangsar,6010.386130466711,1,2,6500,39.1,0.092
Cheras,6719.486084648015,0,0,9500,42.6,0.0
Bangsar,5002.963889639632,2,2,6500,55.0,0.092
Bukit Bintang,9135.28585827234,1,1,11000,48.7,0.083
Bangsar,5449.335086882509,2,3,6500,57.2,0.0
Bangsar,5112.068456952293,2,2,6500,55.6,0.092
Bukit Bintang,6817.2627626330805,0,2,11000,58.1,0.021
Cheras,6746.506063897734,1,1,9500,36.7,0.072
Bukit Bintang,7146.258123503543,0,1,11000,38.7,0.083
Bukit Bintang,8225.612659783677,1,3,11000,50.1,0.0
Bukit Bintang,8489.779492440079,2,1,11000,66.4,0.083
Bukit Bintang,7967.632670183607,2,3,11000,69.8,0.0
Bukit Bintang,7196.355942981032,0,3,11000,45.0,0.0
Bukit Bintang,8770.03242332172,2,0,11000,73.9,0.0
Bangsar,6112.239341076119,2,3,6500,60.6,0.0
Bukit Bintang,7158.641232955719,0,0,11000,44.8,0.0
Bangsar,4787.825754818662,0,1,6500,26.9,0.049
Bukit Bintang,8900.845734635432,2,3,11000,74.5,0.0
Bukit Bintang,8145.310338383041,2,0,11000,70.7,0.0
Cheras,5779.932417678879,0,3,9500,37.9,0.0
Bukit Bintang,8507.826980255051,2,2,11000,72.5,0.156
Cheras,7199.325338007519,1,2,9500,45.0,0.135
Bukit Bintang,10082.847091095631,2,2,11000,80.4,0.156
Bukit Bintang,7154.1443106007955,0,2,11000,59.8,0.021
Bangsar,5467.259888892604,1,3,6500,36.3,0.0
Cheras,7337.353831581522,2,2,9500,66.7,0.135
Bukit Bintang,8082.901427891158,2,0,11000,70.4,0.0
Bangsar,4317.2174305826575,0,3,6500,30.6,0.0
Bukit Bintang,8173.574125540726,2,0,11000,70.9,0.0
Cheras,7276.5245142659005,2,3,9500,66.4,0.0
Bukit Bintang,8358.794174634306,2,1,11000,65.8,0.083
Bukit Bintang,9069.194744062954,1,0,11000,54.3,0.0
Cheras,5532.361348961303,0,3,9500,36.7,0.0
Bangsar,5155.633962723693,2,2,6500,55.8,0.092
Bukit Bintang,6614.434617397458,0,0,11000,42.1,0.0
Bukit Bintang,9113.440696531488,2,1,11000,69.6,0.083
Bukit Bintang,8010.855138946359,2,3,11000,70.1,0.0
Bukit Bintang,8230.345134676689,2,1,11000,65.2,0.083
Bukit Bintang,9077.500577930112,1,0,11000,54.4,0.0
Bukit Bintang,8071.071857328666,1,2,11000,49.4,0.156
Bangsar,6197.166001769454,2,1,6500,55.0,0.049
Cheras,6967.451200519794,2,0,9500,64.8,0.0
Bukit Bintang,8210.151223093078,2,0,11000,71.1,0.0
Bangsar,4004.2405590784224,0,3,6500,29.0,0.0
Bangsar,5542.615507928531,2,0,6500,57.7,0.0
Bangsar,6608.714714481229,1,3,6500,42.0,0.0
Cheras,6499.777067951827,1,1,9500,35.5,0.072
Cheras,6989.305341872987,2,1,9500,58.9,0.072
Bangsar,4529.981739356354,0,0,6500,31.6,0.0
Bangsar,4486.948358650872,2,3,6500,52.4,0.0
Cheras,6862.234001782554,1,1,9500,37.3,0.072
Bangsar,5399.680781395902,0,2,6500,51.0,0.012
Bangsar,5848.185463321105,2,1,6500,53.2,0.049
Cheras,7129.713474964781,2,3,9500,65.6,0.0
Bukit Bintang,8277.558801057865,2,2,11000,71.4,0.156
Bukit Bintang,8577.067169366335,2,0,11000,72.9,0.0
Cheras,7271.868423926338,2,3,9500,66.4,0.0
Cheras,7239.554458151866,1,3,9500,45.2,0.0
